idx,hypernym_score,negative_score
207,-3.4462316036224365,-3.4686996936798096
208,-3.4462316036224365,-3.342348337173462
209,-2.5840868949890137,-3.342348337173462
210,-2.5840868949890137,-3.334608793258667
211,-2.5840868949890137,-3.987903594970703
212,-2.5840868949890137,-2.8231232166290283
213,-4.748222351074219,-4.885643005371094
214,-4.748222351074219,-4.839381694793701
215,-4.748222351074219,-4.439412593841553
216,-4.748222351074219,-5.036896705627441
217,-4.0922112464904785,-4.834936141967773
218,-4.0922112464904785,-4.455014705657959
219,-4.0922112464904785,-4.7254414558410645
220,-4.0922112464904785,-4.02471923828125
221,-3.789989471435547,-5.294831275939941
222,-3.789989471435547,-5.569782257080078
223,-3.789989471435547,-4.95013952255249
224,-3.789989471435547,-4.877080917358398
225,-4.583324432373047,-5.465040683746338
226,-4.583324432373047,-5.548929214477539
227,-4.583324432373047,-5.2611260414123535
228,-4.583324432373047,-4.135784149169922
229,-4.3273162841796875,-5.881402015686035
230,-4.3273162841796875,-5.569782257080078
231,-4.3273162841796875,-5.344393730163574
232,-4.3273162841796875,-5.548929214477539
233,-3.931145668029785,-4.454133987426758
234,-3.931145668029785,-4.842755317687988
235,-3.931145668029785,-4.838254928588867
236,-3.931145668029785,-4.764917373657227
237,-3.722822427749634,-4.698991775512695
238,-3.722822427749634,-4.588332176208496
239,-3.722822427749634,-3.9413211345672607
240,-3.722822427749634,-4.725989818572998
241,-3.141011953353882,-4.661075115203857
242,-3.141011953353882,-5.097486972808838
243,-3.141011953353882,-4.667169570922852
244,-3.141011953353882,-5.046698093414307
245,-4.251467704772949,-4.905876159667969
246,-4.251467704772949,-4.715582847595215
247,-4.251467704772949,-5.560769557952881
248,-4.251467704772949,-4.252120018005371
249,-4.152274131774902,-4.951897621154785
250,-4.152274131774902,-4.9137396812438965
251,-4.152274131774902,-4.278111457824707
252,-4.152274131774902,-5.06201171875
253,-3.194502592086792,-4.005455017089844
254,-3.194502592086792,-4.299929141998291
255,-3.194502592086792,-3.969425678253174
256,-3.194502592086792,-4.752626895904541
257,-4.783382415771484,-5.267368793487549
258,-4.783382415771484,-5.491652011871338
259,-4.783382415771484,-4.503966808319092
260,-4.783382415771484,-5.716033458709717
261,-3.619868516921997,-4.503966808319092
262,-3.619868516921997,-5.271266937255859
263,-3.619868516921997,-5.613890171051025
264,-3.619868516921997,-5.234869956970215
265,-3.845754861831665,-5.367427825927734
266,-3.845754861831665,-5.25449800491333
267,-3.845754861831665,-5.923337936401367
268,-3.845754861831665,-5.534642219543457
269,-5.022579193115234,-6.229565620422363
270,-5.022579193115234,-5.493691921234131
271,-5.022579193115234,-5.859175682067871
272,-5.022579193115234,-5.26016902923584
273,-3.8726181983947754,-5.388988971710205
274,-3.8726181983947754,-4.92734432220459
275,-3.8726181983947754,-5.414634704589844
276,-3.8726181983947754,-5.2411909103393555
277,-3.70212721824646,-4.3369975090026855
278,-3.70212721824646,-4.461794376373291
279,-3.70212721824646,-4.1453657150268555
280,-3.70212721824646,-4.073300361633301
281,-4.616497993469238,-5.5006890296936035
282,-4.616497993469238,-5.592941761016846
283,-4.616497993469238,-4.848719120025635
284,-4.616497993469238,-4.293674945831299
285,-3.515406847000122,-3.765909194946289
286,-3.515406847000122,-4.6158647537231445
287,-3.515406847000122,-4.380703926086426
288,-3.515406847000122,-4.525538444519043
289,-2.797473907470703,-4.122869968414307
290,-2.797473907470703,-4.2629594802856445
291,-2.797473907470703,-3.765909194946289
292,-2.797473907470703,-3.7475879192352295
293,-4.086627006530762,-3.6928226947784424
294,-4.086627006530762,-3.924257278442383
295,-4.086627006530762,-4.033000469207764
296,-4.086627006530762,-3.9304051399230957
297,-4.584120750427246,-5.031467914581299
298,-4.584120750427246,-4.220255374908447
299,-4.584120750427246,-4.17587423324585
300,-4.584120750427246,-5.001880168914795
301,-3.6819515228271484,-4.644999980926514
302,-3.6819515228271484,-4.886390686035156
303,-3.6819515228271484,-4.955557823181152
304,-3.6819515228271484,-4.447439193725586
305,-4.6660308837890625,-4.91414213180542
306,-4.6660308837890625,-5.290187358856201
307,-4.6660308837890625,-4.3520660400390625
308,-4.6660308837890625,-4.162984848022461
309,-4.327509880065918,-4.810891628265381
310,-4.327509880065918,-5.174570083618164
311,-4.327509880065918,-5.196056365966797
312,-4.327509880065918,-4.944895267486572
313,-3.3456740379333496,-4.0643630027771
314,-3.3456740379333496,-4.343454837799072
315,-3.3456740379333496,-3.8584342002868652
316,-3.3456740379333496,-4.5766119956970215
317,-4.049899578094482,-4.2162766456604
318,-4.049899578094482,-3.8584342002868652
319,-4.049899578094482,-3.720085859298706
320,-4.049899578094482,-3.7791953086853027
321,-4.041101455688477,-4.584540367126465
322,-4.041101455688477,-5.441302299499512
323,-4.041101455688477,-5.7884931564331055
324,-4.041101455688477,-4.393706321716309
325,-4.29477071762085,-5.7884931564331055
326,-4.29477071762085,-5.287010669708252
327,-4.29477071762085,-4.32313346862793
328,-4.29477071762085,-4.489093780517578
329,-4.493115425109863,-5.3640875816345215
330,-4.493115425109863,-5.026171684265137
331,-4.493115425109863,-4.07297420501709
332,-4.493115425109863,-5.147695064544678
333,-4.818599224090576,-5.303746223449707
334,-4.818599224090576,-4.6200666427612305
335,-4.818599224090576,-5.325924873352051
336,-4.818599224090576,-5.214776992797852
337,-4.713573455810547,-3.9579734802246094
338,-4.713573455810547,-5.3640828132629395
339,-4.713573455810547,-5.8485541343688965
340,-4.713573455810547,-4.072969913482666
341,-3.2362496852874756,-3.627938985824585
342,-3.2362496852874756,-3.62176513671875
343,-3.2362496852874756,-4.221199989318848
344,-3.2362496852874756,-4.039026260375977
345,-4.51690673828125,-4.942419052124023
346,-4.51690673828125,-5.061500549316406
347,-4.51690673828125,-5.119556903839111
348,-4.51690673828125,-4.746295928955078
349,-3.5130977630615234,-4.942419052124023
350,-3.5130977630615234,-4.565375804901123
351,-3.5130977630615234,-3.8373844623565674
352,-3.5130977630615234,-4.433553695678711
353,-4.036128520965576,-4.774502277374268
354,-4.036128520965576,-4.719494819641113
355,-4.036128520965576,-5.178483009338379
356,-4.036128520965576,-4.209275245666504
357,-4.192397594451904,-4.354104042053223
358,-4.192397594451904,-3.7703633308410645
359,-4.192397594451904,-3.573458194732666
360,-4.192397594451904,-4.080862045288086
361,-2.570188283920288,-4.434353828430176
362,-2.570188283920288,-3.380019187927246
363,-2.570188283920288,-4.189507961273193
364,-2.570188283920288,-4.13294792175293
365,-3.410508155822754,-3.3113577365875244
366,-3.410508155822754,-4.158990859985352
367,-3.410508155822754,-3.916977643966675
368,-3.410508155822754,-3.759779453277588
369,-2.6498146057128906,-3.764516830444336
370,-2.6498146057128906,-4.352567195892334
371,-2.6498146057128906,-4.2292585372924805
372,-2.6498146057128906,-4.675952434539795
373,-3.792498826980591,-3.7451648712158203
374,-3.792498826980591,-3.540938377380371
375,-3.792498826980591,-4.3440117835998535
376,-3.792498826980591,-4.255839824676514
377,-4.357180595397949,-4.08192777633667
378,-4.357180595397949,-4.056967258453369
379,-4.357180595397949,-4.786041259765625
380,-4.357180595397949,-3.9464776515960693
381,-3.9369537830352783,-3.914067029953003
382,-3.9369537830352783,-5.036489963531494
383,-3.9369537830352783,-4.422347068786621
384,-3.9369537830352783,-4.133788108825684
385,-3.681187391281128,-5.200621604919434
386,-3.681187391281128,-4.737176418304443
